This sheet brings together all the data and decides on the classification,,,,,,Min_class=,20,arcsec,Guard-band,5,arcsec,,,,,,,,,
name,validity flag,Comment,A,B,C,PA,RA centroid,Dec centroid,Class,ra_wise,dec_wise,ra_des,dec_des,MAG_AUTO,RA_desi,DEC_desi,photo_z,L_{888},ABS_MAG,flux
J213250.3-575141,1,fr2,39.44616585,70.13847976,24.75221167,60.98639296,323.2109389,-57.86110819,FR2,323.2096987,-57.861479,323.21005,-57.861136,23.4813,323.2081185,-57.86332657,0,0,0,0.011287107
J213252.1-610020,1,fr1,30.59411708,65.1377726,36.57916272,165.4431621,323.2171686,-61.00493142,FRx,323.2171905,-61.0055436,323.217268,-61.005298,20.1423,0,0,0,0,0,0.277343768
J213255.0-494217,1,frx,44.18144407,86.2942593,26.50892141,96.01639247,323.222462,-49.70544567,FRx,323.2289842,-49.7047779,323.229379,-49.704743,16.999,323.2286325,-49.7063138,0,0,0,0.013084364
J213254.9-542704,1,fr2,67.4790758,94.77829285,29.49226218,167.7758372,323.2276934,-54.45198087,FR2,323.2288109,-54.4511082,323.228813,-54.451115,16.6132,0,0,0,0,0,0.016541388
J213254.8-601939,1,djs,0,25.61572895,15.08193804,65.71500102,323.228362,-60.32786637,SINGLE,323.2284374,-60.3275687,323.228454,-60.327762,23.2056,0,0,0,0,0,0.001495882
J213259.1-520130,1,frx,23.32380758,43.66119308,22.92605346,33.7924385,323.2468275,-52.0249359,FRx,323.2460663,-52.0250781,323.246517,-52.02496,22.276,323.2465178,-52.02498031,0.73961884,2.28E+25,-21.07960035,0.00719824
J213301.9-573121,4,frx nohost,17.2,39.3052,18.3212,308.55048,323.2520599,-57.52141713,FRx,323.2578502,-57.5225173,0,0,0,0,0,0,0,0,0.003546413
J213302.5-622700,4,fr2,70.5,102.026,27.7008,23.78738,323.2613855,-62.45062524,FR2,323.2605818,-62.4498016,323.260325,-62.449493,23.0992,323.2603064,-62.44947465,1.0223464,1.81E+26,-21.11968137,0.023058172
J213302.1-561903,3,fr2,55.3,75.45770148,23.4694874,67.85516177,323.2570001,-56.3170755,FR2,323.2589138,-56.317472,323.258895,-56.317502,17.1607,0,0,0,0,0,0.004090989
J213305.8-483015,0,artefact,0,0,0,0,0,0,NA,323.2741892,-48.5041367,323.274186,-48.504116,19.2732,0,0,0,0,0,0.49886695
J213306.0-570257,0,single,0,0,0,0,0,0,NA,323.2751461,-57.0491261,323.275289,-57.049086,17.2651,0,0,0,0,0,0.000139396
J213306.3-613705,1,frx,25.05992817,48.70241013,26.10262182,152.0901766,323.2763904,-61.61774503,FRx,323.2761128,-61.6179873,323.276198,-61.617965,24.8435,0,0,0,0,0,0.013399937
J213307.0-535310,0,single,0,0,0,0,0,0,NA,323.2789741,-53.8861681,323.278883,-53.886184,18.1345,323.2788794,-53.88619166,0.2702711,1.46E+24,-22.62972805,0.003000329
J213308.0-612652,4,fr2,63.6,92.6072,31.7361,348.1059,323.2826114,-61.44969971,FR2,323.2832337,-61.4477788,323.283165,-61.447779,21.0938,323.2831723,-61.44778295,0.7696785,2.14E+26,-22.3675992,0.062215749
J213308.6-493600,1,djs,0,39.67504817,23.71252471,120.4706991,323.2862445,-49.60023199,SINGLE,323.2857627,-49.5999714,0,0,0,0,0,0,0,0,0.016871177
J213313.6-614640,4,frx,11.8,29.7555,16.8982,47.48956,323.306398,-61.77773696,FR1,323.3064654,-61.7778849,323.306759,-61.777991,24.8681,0,0,0,0,0,0.017219989
J213312.3-493109,1,djs,0,27.85870021,20.34248253,0.753014945,323.3018202,-49.5195899,SINGLE,323.301395,-49.5191368,323.301436,-49.518595,25.346,323.3011607,-49.51979184,0,0,0,0.003417378
J213313.3-583216,0,isolated,0,0,0,0,0,0,NA,323.3053005,-58.5379143,323.305488,-58.538059,20.3787,323.3054628,-58.53807178,0.51736605,6.44E+24,-22.03673802,0.001002032
J213315.6-481833,3,frx,35.5,114.4656476,47.06396287,65.95383599,323.3062166,-48.31385846,FR1,323.3150421,-48.3092415,323.315059,-48.309288,20.1715,323.3150592,-48.3092936,0.5635043,2.35E+25,-22.46697121,0.014450186
J213317.6-521958,1,djs,0,28.10800183,22.21221407,37.92179609,323.3234089,-52.33268875,SINGLE,323.3233279,-52.3329037,323.323153,-52.332964,19.4771,0,0,0,0,0,0.004792455
J213318.4-582429,1,fr1,16,40.75808187,29.41225116,0.801132153,323.3262121,-58.40876674,FR1,323.3266593,-58.4080767,323.326726,-58.408058,19.9844,0,0,0,0,0,0.029606288
J213323.0-551940,4,"fr2,cD",39.6,56.6068,27.6721,37.80652,323.3463684,-55.32763968,FR2,323.345973,-55.3278198,323.34591,-55.327641,22.4583,323.3459266,-55.32764245,0.8480374,0,0,0.001643038
J213323.8-562612,4,frx,20.5,43.5884,20.2896,52.69604,323.3479742,-56.43702576,FRx,323.3490623,-56.4366231,323.348942,-56.436537,23.9649,0,0,0,0,0,0.001878195
J213324.4-561329,1,djs,0,30.56517941,19.78342226,127.7468441,323.3512161,-56.22474012,SINGLE,323.3516126,-56.2246469,323.351649,-56.224643,18.3489,323.3516487,-56.22465178,0.26877576,0,0,0.0035136
J213327.2-542823,3,fr1,12.6,43.69390305,30.81706234,51.54347982,323.3635927,-54.47289328,FR1,323.3633416,-54.4730371,323.363474,-54.472948,23.8605,0,0,0,0,0,0.020402606
J213327.4-563708,1,fr1,22.627417,67.49331279,26.2252586,141.9760185,323.3648177,-56.61874686,FR1,323.3642668,-56.6188879,323.36425,-56.618797,20.7878,323.3642725,-56.61879709,0.737646,8E+25,-22.56071286,0.025262624
J213328.1-590908,4,fr2,58.6,78.9424,16.77,83.03262,323.373582,-59.15206584,FR2,323.3670316,-59.1523385,323.367251,-59.152586,21.7526,323.3672553,-59.15258266,0.65625334,1.71E+24,-21.28646169,0
J213334.9-502927,3,frx,439.8,32.39069317,18.01299157,127.7555178,323.3981257,-50.49220952,FR2,323.3955232,-50.4908853,323.395464,-50.490872,22.3261,323.3954548,-50.49086137,0.94708425,2.5E+25,-21.68828052,0.003100444
J213335.5-621455,4,frx,40.4,63.5159,21.5301,311.30862,323.4029712,-62.25029063,FR2,323.3980781,-62.2485041,323.398213,-62.248392,23.0302,0,0,0,0,0,0.039479168
J213338.5-531806,4,DDRG,132,167.6392,50.9424,18.516,323.4164382,-53.30335507,FR2,323.4106069,-53.3017355,323.410625,-53.301756,14.9588,323.410623,-53.30176267,0.06787472,1.01E+24,-22.53967914,0.08269817
J213341.0-581344,1,fr2,31.30495168,60.98389487,29.55179706,65.621986,323.4219996,-58.22872413,FRx,323.4207285,-58.2289402,323.420597,-58.229052,23.4835,323.4225671,-58.22746808,0,0,0,0.034048752
J213341.2-612855,1,frx,30.2654919,59.3596287,27.84919762,83.41989496,323.4190894,-61.48106857,FRx,323.4216956,-61.4819856,323.421696,-61.481996,21.3291,323.4216934,-61.482013,0.80922383,7.11E+25,-22.26557372,0.017998935
J213341.3-525147,1,djs,0,38.06602476,21.00783292,73.5147871,323.4227239,-52.86302831,SINGLE,323.4219942,-52.863144,323.42151,-52.862857,21.6361,323.4215155,-52.86285331,0.5285532,0,0,0.006748603
J213342.3-573655,3,frx,34.4,53.73827943,18.96562649,73.31715087,323.4258145,-57.61522033,FR2,323.4262163,-57.6152358,323.426329,-57.615327,19.8435,323.4263536,-57.61537325,0.53529954,0,0,0.004406072
J213342.6-490530,4,fr2,35.1,60.5227,20.1726,324.71326,323.4269643,-49.09167731,FR2,323.4275153,-49.091616,323.427312,-49.091693,22.8393,323.4273271,-49.09169633,0.9228526,2.29E+25,-21.10582388,0.002975238
J213342.6-515915,4,frx,11.8,32.9767,20.8101,324.68878,323.427156,-51.98707072,FR1,323.4275732,-51.9873848,323.427814,-51.987257,20.9627,0,0,0,0,0,0.007186498
J213343.7-574437,1,bt,44.14110967,81.07566185,60.28547132,103.6887176,323.4347137,-57.74492713,FR2,323.4321386,-57.7435411,323.432089,-57.743576,18.4399,0,0,0,0,0,0.010954533
J213347.5-613210,4,fr2,33.1,54.7589,26.5144,343.2288,323.4479867,-61.53572017,FR2,323.4478396,-61.5362338,323.447679,-61.536247,20.2632,323.4458869,-61.53763125,0,0,0,0.048931193
J213348.7-575356,4,djs,0,48.4175,15.5619,347.27563,323.4529307,-57.89823377,SINGLE,323.4527408,-57.8989099,323.452729,-57.898913,21.3807,323.4527413,-57.89890589,0.689835,4.09E+24,-21.79025125,0.00073575
J213349.3-503205,3,frx,10.6,34.23264762,20.09053482,82.39088,323.454052,-50.53496715,FR1,323.4554571,-50.5348202,323.455423,-50.534802,16.0189,323.4554105,-50.53481655,0.18243751,0,0,0.00321276
J213354.9-563020,1,fr1,24.08318916,56.08624376,41.54777916,45.6159482,323.4789699,-56.50506602,FR1,323.4788084,-56.5055873,323.478684,-56.505461,23.25,323.4814927,-56.505661,0,0,0,0.114540138
J213355.6-564747,1,djs plus fainter jet from one side,0,36.78730137,21.56602709,126.1872125,323.4809321,-56.79633807,SINGLE,323.4815882,-56.7965117,323.481711,-56.796718,19.6624,323.4817092,-56.79672581,0.49892136,7.84E+24,-22.65862505,0.005848725
J213354.3-503456,4,fr2,132,163.4526,26.9547,52.50735,323.4740927,-50.58181812,FR2,323.4763241,-50.5822746,323.476339,-50.582304,20.5299,323.4763101,-50.58230461,0.6707513,9.91E+25,-22.56687224,0.039691864
J213406.4-561353,3,frx,20.1,33.74768964,18.63356184,150.4853449,323.5277805,-56.22984133,FR2,323.5268163,-56.2314233,323.526887,-56.231403,20.7626,323.5268799,-56.23141079,0.5991566,4.23E+24,-22.03675345,0.001162785
J213407.6-515341,1,fr1,16.1245155,42.73477891,30.99884471,154.5640295,323.5324008,-51.89464256,FR1,323.5318428,-51.8947299,323.531773,-51.894763,21.5104,0,0,0,0,0,0.027276047
J213412.7-603537,4,"fr2,cD",35.1,50.678,17.2185,325.66977,323.553483,-60.5943907,FR2,323.5528329,-60.5937275,323.552919,-60.593705,21.0615,323.5529128,-60.59370421,0.66309917,1.79E+24,-22.00496179,0
J213416.0-621345,4,fr2,82.5,110.5131,18.6865,66.0375,323.5755652,-62.22771475,FR2,323.5666997,-62.2292689,323.566836,-62.229292,22.5946,323.5668339,-62.2292926,0.8510671,0,0,0.001856648
J213420.2-521855,4,fr2,39.7,61.8079,18.8432,30.57922,323.5830545,-52.31567233,FR2,323.584145,-52.3152966,323.583975,-52.315445,22.1321,323.5839581,-52.31545466,0.92391694,1.18E+25,-21.81610313,0.006947155
J213427.9-611546,3,fr2,48.5,63.025893,15.76255044,3.424680955,323.6163136,-61.26347159,FR2,323.6161561,-61.2628583,323.61618,-61.262881,21.4507,323.6175849,-61.26034845,0,0,0,0.001734055
J213431.7-623318,4,djs,0,58.7941,16.137,332.9494,323.633835,-62.556043,SINGLE,323.6321437,-62.5550465,323.632108,-62.555029,21.7771,323.6320964,-62.55503184,0.80253977,0,0,0.010680055
J213433.7-563055,1,frx,29.73213749,62.1088111,28.34769606,111.6240122,323.6416601,-56.5150133,FRx,323.6402731,-56.5152106,323.640317,-56.515458,19.0533,0,0,0,0,0,0.028356151
J213434.6-501457,4,frx,12.8,35.7385,14.9861,348.8377,323.6435732,-50.24952252,FR1,323.6441909,-50.249262,323.644082,-50.249289,21.2933,323.6440771,-50.24929429,0.5703427,2.3E+24,-21.37675904,0.000207236
J213435.6-493401,1,fr1,17.88854382,42.41507974,22.45453465,17.85054418,323.6486078,-49.56740604,FR1,323.6485074,-49.5668951,323.648637,-49.567053,22.2649,323.6472859,-49.5650279,0,0,0,0.00717046
J213438.6-600354,3,fr2,40.9,64.70443343,19.02437207,2.589655627,323.6609277,-60.06445935,FR2,323.6607727,-60.0649035,323.660873,-60.064958,22.1631,323.6608993,-60.06495662,0.80490017,1.78E+25,-21.41731246,0.002737451
J213440.0-494712,0,single,0,0,0,0,0,0,NA,323.6668321,-49.7865344,323.666405,-49.786729,21.3178,323.6664136,-49.78672454,0.2850114,0,0,0.001425349
J213445.2-574341,3,frx,11.2,41.4164898,32.96140834,8.175999306,323.6877954,-57.72772358,FR1,323.6884456,-57.7280541,323.688947,-57.728123,23.3116,0,0,0,0,0,0.040376621
J213450.5-602246,4,fr2,105.3,127.3861,23.6702,95.710593,323.7113679,-60.37922768,FR2,323.7103271,-60.3793935,323.710359,-60.379382,20.8012,323.7103571,-60.37938422,0.5322471,1.19E+25,-21.68814315,0.004090292
J213448.1-630220,4,frx,16.2,37.466,21.9055,325.45163,323.6973,-63.03755042,FR1,323.7002514,-63.0389704,323.700266,-63.038987,18.5248,323.7002486,-63.03899446,0.30648902,1.45E+24,-22.55275584,0.002196257
J213449.8-491940,4,frx,26.3,41.2572,15.766,26.56506,323.7078623,-49.32714497,FR2,323.7076344,-49.3277627,323.70698,-49.327828,19.7241,0,0,0,0,0,0
J213450.0-560834,4,frx,14.1,33.0354,13.6552,62.24146,323.7101733,-56.14250919,FRx,323.7084719,-56.1427242,323.708607,-56.143183,19.8448,323.7086065,-56.14318175,0.39255068,7.19E+23,-21.85858308,0
J213454.9-621848,4,fr2,56.5,95.2377,23.9725,102.757532,323.7285783,-62.31332643,FR2,323.7285735,-62.3134024,323.728225,-62.31325,20.0891,323.7282176,-62.31325205,0.40100327,1.18E+26,-21.66872043,0.191844023
J213457.8-541422,4,DDRG,86.8,111.2467,25.4148,347.73407,323.7407442,-54.2404259,FR2,323.7410084,-54.239457,323.741046,-54.239491,22.0143,323.7410377,-54.23949507,0.88351464,1.66E+25,-21.81450739,0.004413685
J213500.4-574524,4,fr2,68.4,104.3311,33.49,351.2642,323.7512331,-57.75481072,FR2,323.7515405,-57.756683,323.751586,-57.756795,22.2735,323.7515676,-57.7567887,0.9375406,6.74E+26,-21.71381355,0.117431109
J213502.7-525955,4,"fr2,cD",69.8,99.1422,21.3317,87.337,323.7600153,-52.99980777,FR2,323.7610469,-52.998724,323.761043,-52.998761,18.102,323.7621127,-52.99692097,0,0,0,0.004959391
J213503.1-582518,4,fr2,72.1,122.9393,40.8418,18.642145,323.766618,-58.41935727,FR2,323.7630942,-58.4217882,323.76301,-58.42177,20.0462,323.7630144,-58.42176281,0.3209901,3.66E+24,-21.14732951,0.00456262
J213459.1-524940,0,complex,0,0,0,0,0,0,NA,323.7464252,-52.8277198,323.746416,-52.827693,17.6049,0,0,0,0,0,0.219824086
J213507.7-541306,1,fr2,43.8634244,71.33128827,24.28053603,65.66896193,323.7837083,-54.21554269,FR2,323.7820003,-54.2183015,323.781599,-54.218702,21.8347,323.7815874,-54.21870787,0.6938303,2.09E+25,-21.35153298,0.006178791
J213507.6-494305,0,single,0,0,0,0,0,0,NA,323.7816924,-49.7179304,323.78138,-49.717913,22.6533,323.7813831,-49.71791146,0.8375833,2.12E+25,-21.03312435,0.002665041
J213516.1-620400,0,complex,0,0,0,0,0,0,NA,323.8172776,-62.066536,323.817336,-62.066534,17.2296,323.8137984,-62.0662376,0,0,0,0.12395538
J213519.5-581018,4,djs,0,39.6126,23.8996,44.0906,323.8309536,-58.17241564,SINGLE,323.8313134,-58.171793,323.831289,-58.171994,19.4891,323.8312816,-58.17199839,0.38298896,0,0,0.012031568
J213521.6-624526,4,djs,0,42.0773,19.5975,83.29016,323.842292,-62.75752644,SINGLE,323.8398354,-62.7572016,323.839636,-62.757252,20.1895,323.8396452,-62.75726014,0.4594112,0,0,0.000143266
J213519.8-631221,0,out of field,0,0,0,0,0,0,NA,323.8324094,-63.2058782,323.832274,-63.205909,24.4552,0,0,0,0,0,-1
J213523.6-565405,1,fr2,41.61730409,67.73611805,27.42928934,35.53913757,323.8477146,-56.90156463,FR2,323.8481833,-56.9015111,323.848098,-56.901596,19.5154,323.8481001,-56.90159502,0.42275774,9.32E+24,-22.37779179,0.01143921
J213523.9-524543,0,complex,0,0,0,0,0,0,NA,323.8494554,-52.7618965,323.849447,-52.76197,18.9802,323.8494364,-52.76198194,0.45694438,5.63E+24,-23.11321018,0.00376324
J213526.4-614101,4,djs,0,47.2297,20.4616,20.794115,323.8604349,-61.68457869,SINGLE,323.8601015,-61.683492,323.860117,-61.683576,21.9974,323.8601077,-61.68358426,0.8065639,0,0,0.004096567
J213532.8-580043,4,djs,0,37.9369,15.7075,54.90417,323.8876401,-58.01139727,SINGLE,323.8868483,-58.0118602,323.886546,-58.011822,20.7642,323.8865269,-58.01182176,0.6231646,0,0,0.007682261
J213533.8-481413,0,out of field,0,0,0,0,0,0,NA,323.8908127,-48.2369641,323.890747,-48.236909,17.2668,323.8907379,-48.23690577,0.19207384,1.45E+24,-22.66195586,-1
J213537.5-514556,4,frx,26.6,50.7113,16.7139,117.216112,323.9058221,-51.76577686,FRx,323.9063241,-51.76557,323.906431,-51.766107,23.3061,0,0,0,0,0,0.000234134
J213543.8-484357,1,djs,0,33.98636351,17.88433141,123.6361072,323.9323103,-48.7323679,SINGLE,323.9324487,-48.7324361,323.9325,-48.73248,20.2216,323.9325005,-48.73248183,0.4807174,0,0,0.003415894
J213545.6-580244,0,isolated,0,0,0,0,0,0,NA,323.9399618,-58.0454627,323.939842,-58.04537,20.2084,323.9410968,-58.04728158,0,0,0,0.017929911
J213548.8-594009,1,fr1,26.83281573,57.81498786,29.40545477,113.4408369,323.9545563,-59.66930539,FRx,323.953334,-59.6690712,323.953243,-59.669107,20.2307,323.9532351,-59.6691194,0.41882777,2.46E+25,-21.63852132,0.034502675
J213557.6-561011,3,frx,11.5,24.11812884,11.04123462,1.703225169,323.9904999,-56.16986485,FRx,323.9900108,-56.1697539,323.990349,-56.169968,21.5784,323.9877688,-56.16781416,0,0,0,0.000768813
J213558.5-571140,4,fr2,32.3,47.8438,15.5625,0,323.9940588,-57.19460612,FR2,323.9935627,-57.1945277,323.993637,-57.194605,21.6201,323.9936487,-57.1946123,0.786511,5.22E+24,-21.89881776,0.0000831
J213600.5-561435,4,fr2,45.5,63.8555,18.9718,4.763642,324.0012051,-56.24293035,FR2,324.002143,-56.243043,324.002122,-56.243038,15.2789,324.0021269,-56.2430421,0.06394956,7.04E+21,-22.08429748,0
J213604.8-535345,4,fr2,114.5,135.0849,26.5151,333.6669,324.0216396,-53.89713875,FR2,324.0200407,-53.8957496,324.020042,-53.895715,18.42,324.0200386,-53.89571386,0.2674541,8.95E+23,-22.31826446,0.001082443
J213602.7-562400,4,fr2,25.9,55.9102,20.75,0,324.0129929,-56.39907523,FRx,324.0113036,-56.4000529,324.011386,-56.399585,21.3812,324.0113753,-56.39957974,0.65381813,6.99E+24,-21.6480493,0.001026033
J213606.0-612836,4,"fr2,cD",48.6,71.7067,21.1094,34.38034,324.0272329,-61.47558178,FR2,324.0251476,-61.4767325,324.025207,-61.476755,18.4945,324.0252009,-61.47676092,0.31426948,1.41E+24,-22.64589345,0.002360356
J213607.0-574846,3,frx,31.5,55.21069183,28.92635474,86.5349719,324.0319325,-57.81365663,FR2,324.0292076,-57.8127399,324.029132,-57.81275,18.0971,324.0291231,-57.81275417,0.30283883,3.12E+24,-22.95046825,0.008921444
J213609.8-613334,1,fr2,59.47329908,86.16434463,26.64806871,138.2588816,324.0386352,-61.55972342,FR2,324.0408814,-61.559401,324.040859,-61.559476,17.3221,324.0408547,-61.55948074,0.18622403,1.24E+24,-22.53206729,0.010033916
J213610.6-551348,1,fr2,134.2385936,196.0553587,53.69068837,147.7690453,324.0415758,-55.22881346,FR2,324.0441024,-55.2299006,324.044249,-55.22989,19.8626,324.0442389,-55.22988695,0.29729733,2.16E+26,-21.13880107,0.676986823
J213614.3-534415,4,djs,0,63.3275,22.4118,124.121517,324.0597255,-53.73835456,SINGLE,324.0597654,-53.7374398,324.059877,-53.737467,19.0363,324.0598813,-53.73747218,0.45082778,3.15E+24,-23.02233173,0.002230845
J213607.6-584954,0,complex,0,0,0,0,0,0,NA,324.0318275,-58.8317809,324.031785,-58.831778,18.8196,324.0317906,-58.83178756,0.35699394,9.99E+24,-22.6422474,0.028143164
J213616.6-574556,1,fr1,22.8035085,62.87555152,36.48285389,139.6455635,324.070161,-57.76640634,FR1,324.0690025,-57.765657,324.068902,-57.765982,22.4801,0,0,0,0,0,0.204508008
J213618.7-600910,4,fr2,23.7,42.4743,13.216,295.7484,324.0807468,-60.15194474,FRx,324.0780509,-60.1528376,324.078289,-60.153,20.9227,324.0782982,-60.1530027,0.5913434,1.46E+24,-21.84218324,0
J213624.5-602839,4,"fr2,bt",38.4,55.3359,28.8203,0,324.0989654,-60.47939646,FR2,324.1022707,-60.4775204,0,0,0,0,0,0,0,0,0.000282808
J213623.8-480631,0,out of field,0,0,0,0,0,0,NA,324.0989852,-48.108635,324.099011,-48.108521,21.437,0,0,0,0,0,-1
J213623.9-554724,1,djs,0,47.46409465,20.84148668,93.01232701,324.0997531,-55.78999156,SINGLE,324.0995268,-55.7899175,324.099555,-55.789912,17.2732,324.0995538,-55.78991435,0.2359805,1.15E+24,-23.15648336,0.005472282
J213623.4-571732,4,frx,17.9,40.3982,22.9059,58.8407,324.1009065,-57.29152723,FRx,324.09739,-57.2922815,324.097354,-57.292314,18.2801,324.0974123,-57.2923188,0.34807807,6.92E+24,-23.11770729,0.013939553
J213628.7-572730,4,frx,45.1,68.9005,22.1267,321.22583,324.1106876,-57.45426893,FR2,324.1197402,-57.4584249,324.119729,-57.458421,18.1898,324.1197282,-57.45842571,0.28617188,1.61E+24,-22.71647206,0.000917833
J213629.4-605922,0,complex,0,0,0,0,0,0,NA,324.1223247,-60.9895796,324.122117,-60.989702,19.7589,324.1220423,-60.98974736,0.57263446,1.15E+25,-22.92166542,0.004778199
J213637.0-512919,1,fr1,18.97366596,46.00145885,27.20190119,20.68097154,324.154126,-51.48871266,FR1,324.1541641,-51.4886664,324.15403,-51.488778,17.9165,324.1540242,-51.48877745,0.2707503,4.51E+24,-22.85211991,0.018575634
J213638.3-624404,4,DDRG,153.6,194.2191,74.6867,66.74307,324.1565687,-62.7327942,FR2,324.1594767,-62.7344083,324.159507,-62.734371,17.3126,324.1594895,-62.73437479,0.24501966,9.3E+24,-23.2094104,0.212123929
J213638.4-583542,1,djs,0,23.2068847,15.97239522,40.10123966,324.1602694,-58.59457759,SINGLE,324.1601126,-58.5950004,324.160005,-58.594977,19.8712,0,0,0,0,0,0.001522595
J213639.7-544247,4,bt,30.5,55.3125,34.8828,0,324.1682812,-54.71086659,FR2,324.1656225,-54.713147,324.165662,-54.713055,21.7025,324.1656539,-54.71306714,0.66987264,0,0,0.000137974
J213641.0-523140,4,frx,29.8,46.555,18.64,60.64224,324.1715919,-52.52663354,FR2,324.1706687,-52.5277129,324.170344,-52.52783,21.2963,324.1703433,-52.52783915,0.6486167,0,0,0
J213642.4-561024,1,fr2,38.20994635,68.02982937,32.39827399,139.4909071,324.1787385,-56.17333737,FR2,324.1765105,-56.17323,324.176426,-56.173006,24.4762,0,0,0,0,0,0.025724591
J213642.5-575643,1,fr2,37.94733192,57.20351862,43.633552,48.15900014,324.1776194,-57.94521193,FR2,324.1769601,-57.9451864,324.176831,-57.94525,22.1453,324.1768424,-57.94525685,0.810161,4.32E+25,-21.45245517,0.009089793
J213643.7-561504,4,djs,0,59.7486,22.2845,313.22992,324.1828481,-56.2514248,SINGLE,324.1820769,-56.2511841,324.182127,-56.251176,17.4835,324.1821318,-56.25117653,0.27418524,0,0,0.002501852
J213647.4-520626,1,fr2,32.31098884,54.74903551,22.46242939,113.364261,324.1978712,-52.10680233,FR2,324.1976718,-52.1072337,324.197418,-52.107343,22.8078,324.1974346,-52.10733018,0.6984113,1.66E+25,-20.39585186,0.005445098
J213648.0-493501,1,djs,0,34.63469689,21.81619374,52.06432703,324.2004336,-49.58315241,SINGLE,324.2001297,-49.5836502,324.200161,-49.583647,19.5519,324.2001573,-49.58365092,0.32670358,0,0,0.005383517
J213652.7-624135,4,bt,29.7,46.1836,38.7969,0,324.20707,-62.67164066,FR2,324.2194333,-62.6930855,324.219457,-62.693113,17.9017,324.2194462,-62.69312079,0.23794171,3.86E+25,-22.5482889,0.159676346
J213654.5-561630,4,djs,0,0,,,,,SINGLE,324.227222,-56.2751312,324.227436,-56.275147,20.278,324.2274465,-56.27514453,0.48244473,0,0,0
